chr	start	end	log2_TNratio_corrected
4	141000001	142000000	0.0340508107341802
4	142000001	143000000	0.0359735862511776
4	143000001	144000000	0.0114083879229408
4	145000001	146000000	0.0630459805638826
4	146000001	147000000	0.0258974397837802
4	147000001	148000000	0.0549151042163396
4	148000001	149000000	0.0359677439859311
4	149000001	150000000	0.0367336756053277
4	150000001	151000000	0.0761014019937602
4	151000001	152000000	-0.0128495956384534
4	152000001	153000000	0.0177141683729789
4	153000001	154000000	0.0193016725026767
4	154000001	155000000	0.0249400824662191
4	155000001	156000000	0.0429772841388087
4	156000001	157000000	0.0177981279938297
4	157000001	158000000	0.0324597756690932
4	158000001	159000000	0.0529653173932701
4	159000001	160000000	0.0396186237977161
4	160000001	161000000	0.0691341401846214
4	161000001	162000000	0.0184561251259658
4	162000001	163000000	0.015720959412274
4	163000001	164000000	0.0287483451253908
4	164000001	165000000	0.050068277412503
4	165000001	166000000	0.0869367743937717
4	166000001	167000000	0.0518522407745728
4	167000001	168000000	0.055630213522093
4	168000001	169000000	0.0646137230498164
4	169000001	170000000	0.0299218163012879
4	170000001	171000000	0.0297428801475222
4	171000001	172000000	0.062165074108711
4	172000001	173000000	0.012798569412273
4	173000001	174000000	0.0359414909264003
4	174000001	175000000	0.0317849801101025
4	175000001	176000000	0.0379731037553951
4	176000001	177000000	0.0671998701703397
4	177000001	178000000	0.0373915366235924
4	178000001	179000000	0.0367804020047534
4	179000001	180000000	0.0515146859507806
4	180000001	181000000	0.0436829626620579
4	181000001	182000000	0.0368951167654096
4	182000001	183000000	0.0594956512205142
4	183000001	184000000	0.0386428433376572
4	184000001	185000000	-0.00491384903824012
4	185000001	186000000	0.03747295930427
4	186000001	187000000	0.0646153552013947
4	187000001	188000000	0.0391718509267889
4	188000001	189000000	0.0513425785431855
4	189000001	190000000	0.058461160244952
4	190000001	191000000	-0.00339419977801036
5	1000001	2000000	-0.0189965790712622
5	2000001	3000000	0.0309678234247616
5	3000001	4000000	0.0447400630167843
5	4000001	5000000	0.0841650937643742
5	5000001	6000000	0.0345898705190299
5	6000001	7000000	0.0194480650036232
5	7000001	8000000	0.0776712999434877
5	8000001	9000000	0.087995914027652
5	9000001	10000000	0.0858395840175329
5	10000001	11000000	0.0620373619601147
5	11000001	12000000	0.0434534195441006
5	12000001	13000000	0.0677385518011329
5	13000001	14000000	0.0871415871182063
5	14000001	15000000	0.0072499567130935
5	15000001	16000000	0.0837021259381489
5	16000001	17000000	0.0689808579076243
5	18000001	19000000	0.0689654641946145
5	19000001	20000000	0.0694424364823595
5	22000001	23000000	0.0905687298041984
5	23000001	24000000	0.0300157122912586
5	24000001	25000000	0.0756043628819948
5	25000001	26000000	0.079595804354724
5	26000001	27000000	0.0606762421801187
5	27000001	28000000	0.0299306310343409
5	28000001	29000000	0.0719125593738143
5	29000001	30000000	0.05393445877607
5	30000001	31000000	0.0944932188747157
5	31000001	32000000	0.0243911331769695
5	32000001	33000000	0.0586349059992833
5	33000001	34000000	0.0815669189939579
5	35000001	36000000	0.0751127995365358
5	36000001	37000000	0.0632177336122532
5	37000001	38000000	0.0805675031855309
5	38000001	39000000	0.0404405170512797
5	39000001	40000000	0.0751914112289758
5	40000001	41000000	0.108539393195814
5	41000001	42000000	0.122862440965451
5	42000001	43000000	0.0952947998851647
5	43000001	44000000	0.109880750140181
5	44000001	45000000	0.104235466168074
5	45000001	46000000	0.109449692296773
5	50000001	51000000	-0.186341663059262
5	51000001	52000000	-0.170692061352727
5	52000001	53000000	-0.189015079473083
5	53000001	54000000	-0.177316476174341
5	54000001	55000000	-0.200486413512525
5	55000001	56000000	-0.173405686548065
5	56000001	57000000	-0.177306694178995
5	57000001	58000000	-0.178245448903365
5	58000001	59000000	-0.212214700969206
5	59000001	60000000	-0.15520914471695
5	60000001	61000000	-0.194730741395837
5	61000001	62000000	-0.191740312258432
5	62000001	63000000	-0.14159368989643
5	63000001	64000000	-0.16428975782127
5	64000001	65000000	-0.179510441806445
5	65000001	66000000	-0.180854016385878
5	66000001	67000000	-0.205158595238178
5	67000001	68000000	-0.178323573414661
5	71000001	72000000	-0.186435981373678
5	72000001	73000000	-0.203775134507156
5	73000001	74000000	-0.220796226866256
5	74000001	75000000	-0.179737534038197
5	75000001	76000000	-0.159864450293648
5	76000001	77000000	-0.206707760632811
5	77000001	78000000	-0.185513024471367
5	78000001	79000000	-0.190260826015143
5	79000001	80000000	-0.176263172229374
5	80000001	81000000	-0.183320105434944
5	81000001	82000000	-0.184066591830978
5	82000001	83000000	-0.18191404730405
5	83000001	84000000	-0.176187901659104
5	84000001	85000000	-0.249638041841654
5	85000001	86000000	-0.192432049541046
5	86000001	87000000	-0.149268285457191
5	87000001	88000000	-0.167911282293149
5	88000001	89000000	-0.179054839697053
5	89000001	90000000	-0.180424338864068
5	90000001	91000000	-0.193420647016035
5	91000001	92000000	NA
5	92000001	93000000	-0.175420915542474
5	93000001	94000000	-0.18097753008544
5	94000001	95000000	-0.211056608648417
5	95000001	96000000	-0.214832030476604
5	96000001	97000000	-0.176513874537496
5	97000001	98000000	-0.130997275101997
5	98000001	99000000	-0.120951178559438
5	100000001	101000000	-0.182990923266463
5	101000001	102000000	-0.181172411546464
5	102000001	103000000	-0.205504666854567
5	103000001	104000000	-0.190463330000259
5	104000001	105000000	-0.248466484537907
5	105000001	106000000	-0.216401324683646
5	106000001	107000000	-0.207191348351255
5	107000001	108000000	-0.198553734598584
5	108000001	109000000	-0.183128641381553
5	109000001	110000000	-0.191673493372596
5	110000001	111000000	-0.157891434830202
5	111000001	112000000	-0.185117944977939
5	112000001	113000000	-0.192168854563355
5	113000001	114000000	-0.162297638529008
5	114000001	115000000	-0.182228575475881
5	115000001	116000000	-0.186244467479744
5	116000001	117000000	-0.176133562203541
5	117000001	118000000	-0.161336210092375
5	118000001	119000000	-0.178220625735208
5	119000001	120000000	-0.165504707584185
5	120000001	121000000	-0.171596987715765
5	121000001	122000000	-0.158836639030071
5	122000001	123000000	-0.19457192220603
5	123000001	124000000	-0.197611809244527
5	124000001	125000000	-0.185785080933858
5	125000001	126000000	-0.169993359716547
5	126000001	127000000	-0.175194070979828
5	127000001	128000000	-0.167566711754032
5	128000001	129000000	-0.162503940852844
5	129000001	130000000	-0.177834657553897
5	130000001	131000000	-0.171485409336866
5	131000001	132000000	-0.199839599960938
5	132000001	133000000	-0.186370835425321
5	133000001	134000000	-0.208702074604759
5	134000001	135000000	-0.254662004890013
5	135000001	136000000	-0.201750730936139
5	136000001	137000000	-0.188359431029057
5	137000001	138000000	-0.192580241085154
5	138000001	139000000	NA
5	139000001	140000000	-0.189343513131428
5	140000001	141000000	-0.183478198856879
5	141000001	142000000	-0.217120005705588
5	142000001	143000000	-0.217556982929588
5	143000001	144000000	-0.182672711813172
5	144000001	145000000	-0.138006894795089
5	145000001	146000000	-0.199400403095832
5	146000001	147000000	-0.182880784820725
5	147000001	148000000	-0.188719361581787
5	148000001	149000000	-0.207387308920652
5	149000001	150000000	-0.256357516707203
5	150000001	151000000	-0.138601659820273
5	151000001	152000000	-0.164848764762701
5	152000001	153000000	-0.139430567073506
5	153000001	154000000	-0.215538143035828
5	154000001	155000000	-0.178221475206505
5	155000001	156000000	NA
5	156000001	157000000	-0.208079947944243
5	157000001	158000000	-0.193739174147032
5	158000001	159000000	-0.198794206147161
5	159000001	160000000	-0.195708395351426
5	160000001	161000000	-0.160068370275187
5	161000001	162000000	-0.166753237766707
5	162000001	163000000	-0.136384693137579
5	163000001	164000000	-0.158374807212246
5	164000001	165000000	-0.193297140023811
5	165000001	166000000	-0.166909180751714
5	166000001	167000000	-0.182319856643081
5	167000001	168000000	-0.217936936642411
5	168000001	169000000	-0.214209765850461
5	169000001	170000000	-0.199303630706598
5	170000001	171000000	-0.230432628986176
5	171000001	172000000	-0.262240509332127
5	172000001	173000000	-0.21661782711438
5	173000001	174000000	-0.200250898357933
5	174000001	175000000	-0.232772074264343
5	176000001	177000000	-0.225349884188
5	178000001	179000000	-0.228400470587707
5	179000001	180000000	-0.217720001766035
6	1000001	2000000	-0.00887145149301681
6	2000001	3000000	0.0101567242112506
6	3000001	4000000	0.0125320954578119
6	4000001	5000000	0.016743355632901
6	5000001	6000000	0.00353410921777822
6	6000001	7000000	0.0477975306926196
6	7000001	8000000	-0.0037730620365416
6	8000001	9000000	0.0530203444315449
6	9000001	10000000	0.0665861787218479
6	10000001	11000000	0.0254752556023921
6	11000001	12000000	0.0249943430037249
6	12000001	13000000	0.0153362476155793
6	13000001	14000000	0.0215205581170648
6	14000001	15000000	0.00969242726409841
6	15000001	16000000	-0.00157396222713767
6	16000001	17000000	-0.000501782217215287
6	17000001	18000000	0.016411054978023
6	18000001	19000000	0.0626404288585379
6	19000001	20000000	0.0707746836438647
6	20000001	21000000	0.015581609327892
6	21000001	22000000	-0.00133728505373707
6	22000001	23000000	0.035013584746078
6	23000001	24000000	0.0574106949585911
6	24000001	25000000	0.0362851850397539
6	25000001	26000000	0.0229416997638692
6	27000001	28000000	0.0418243935395902
6	28000001	29000000	0.0472425712214894
6	29000001	30000000	-1.87541865568199
6	30000001	31000000	-1.41457200094185
6	31000001	32000000	-0.225445009979964
6	32000001	33000000	0.911154250894195
6	33000001	34000000	-0.0370041829198882
6	34000001	35000000	-0.00248007208172223
6	35000001	36000000	0.0176889388981648
6	36000001	37000000	-0.00762017852355043
6	37000001	38000000	0.0120028266761792
6	38000001	39000000	-0.00191214090264413
6	39000001	40000000	5.51631967901783e-05
6	40000001	41000000	-0.0364965851895112
6	41000001	42000000	0.0177866237066964
6	42000001	43000000	0.0216504867784321
6	43000001	44000000	-0.0221743435706186
6	44000001	45000000	0.0483673313134345
6	45000001	46000000	0.0263470152527227
6	46000001	47000000	0.0419471014592794
6	47000001	48000000	0.0342440616647494
6	48000001	49000000	0.0502722935767484
6	49000001	50000000	0.0668406512379461
6	50000001	51000000	0.0700498542327768
6	51000001	52000000	0.0647429553306606
6	52000001	53000000	0.0373972934396528
6	53000001	54000000	0.0434300360794779
6	54000001	55000000	0.0826195638685899
6	55000001	56000000	0.0625833232321073
6	56000001	57000000	0.0410233897508499
6	63000001	64000000	0.0826619633478466
6	64000001	65000000	0.0828564245838593
6	65000001	66000000	0.0442155231437569
6	66000001	67000000	0.0505714264772794
6	67000001	68000000	0.022509926519556
6	68000001	69000000	0.0558448009303314
6	69000001	70000000	0.0499817564998917
6	70000001	71000000	0.0743462690753733
6	71000001	72000000	0.0590671832929559
6	72000001	73000000	0.0766210273850759
6	73000001	74000000	0.0714132732920634
6	74000001	75000000	0.0839440608299103
6	75000001	76000000	0.0862242051623078
6	76000001	77000000	-0.192068725110522
6	77000001	78000000	-0.150441831278006
6	78000001	79000000	-0.166632606961085
6	79000001	80000000	-0.153304403665831
6	80000001	81000000	-0.199535221774595
6	81000001	82000000	-0.167418215630346
6	82000001	83000000	-0.179158593605582
6	83000001	84000000	-0.191293654149844
6	84000001	85000000	-0.192076453528769
6	85000001	86000000	-0.180182258078573
6	86000001	87000000	-0.135662058003765
6	87000001	88000000	-0.151711457148251
6	88000001	89000000	-0.18608405344837
6	89000001	90000000	-0.187610482703734
6	90000001	91000000	-0.217846800054334
6	91000001	92000000	-0.205700287902925
6	92000001	93000000	-0.201263385035709
6	93000001	94000000	-0.196316535918706
6	94000001	95000000	-0.216625347151768
6	96000001	97000000	-0.167965217923416
6	97000001	98000000	-0.188034920503734
6	98000001	99000000	-0.184344825976371
6	99000001	100000000	-0.190107080725396
6	100000001	101000000	-0.186154906515171
6	101000001	102000000	-0.200074194610089
6	102000001	103000000	-0.26016694665378
6	103000001	104000000	-0.214693108742149
6	104000001	105000000	-0.174240409452493
6	105000001	106000000	-0.187140143946157
6	106000001	107000000	-0.206074997387415
6	107000001	108000000	-0.200207455970678
6	108000001	109000000	-0.208381429437774
6	109000001	110000000	-0.193116687569305
6	110000001	111000000	-0.211355249831818
6	111000001	112000000	-0.204970498718505
6	112000001	113000000	-0.212276623359346
6	113000001	114000000	-0.185831005832551
6	114000001	115000000	-0.17988818241485
6	115000001	116000000	NA
6	116000001	117000000	-0.179866030143139
6	117000001	118000000	-0.173255480886351
6	118000001	119000000	-0.156866922623407
6	119000001	120000000	-0.207799023866066
6	120000001	121000000	-0.197369883339392
6	121000001	122000000	-0.167827803178422
6	122000001	123000000	-0.172298679136681
6	123000001	124000000	-0.185357252632156
6	124000001	125000000	-0.209596501334339
6	125000001	126000000	-0.21397010154916
6	126000001	127000000	-0.186455632916176
6	127000001	128000000	-0.1856751607322
6	128000001	129000000	-0.24382177003263
6	129000001	130000000	-0.181148095617591
6	130000001	131000000	-0.205883576549891
6	131000001	132000000	-0.197543965547313
6	132000001	133000000	-0.191847704385919
6	133000001	134000000	-0.164559989124052
6	134000001	135000000	-0.200991254238944
6	135000001	136000000	-0.230395388574634
6	136000001	137000000	-0.203919612646794
6	137000001	138000000	-0.218723446539269
6	138000001	139000000	-0.202820850982811
6	139000001	140000000	-0.200384919990956
6	140000001	141000000	-0.198082597943427
6	141000001	142000000	-0.231781847086904
6	142000001	143000000	-0.167657059396692
6	143000001	144000000	-0.221758491678
6	144000001	145000000	-0.222397480416429
6	145000001	146000000	-0.18269961194724
6	146000001	147000000	-0.187358405378739
6	147000001	148000000	-0.23464896530235
6	148000001	149000000	-0.193563632796321
6	149000001	150000000	-0.211868957081977
6	150000001	151000000	-0.199465164720768
6	151000001	152000000	-0.218399050961734
6	152000001	153000000	-0.201229414154699
6	153000001	154000000	-0.190731922009272
6	154000001	155000000	-0.174269713489417
6	155000001	156000000	-0.228614489941574
6	156000001	157000000	-0.185412348698654
6	158000001	159000000	-0.199591511085729
6	159000001	160000000	-0.181575075831819
6	160000001	161000000	-0.204327732382043
6	161000001	162000000	-0.20724997324632
6	162000001	163000000	-0.220231873270754
6	163000001	164000000	-0.212916968661711
6	164000001	165000000	-0.211169467927333
6	165000001	166000000	-0.191033006805581
6	166000001	167000000	-0.2304552876033
6	168000001	169000000	NA
6	169000001	170000000	-0.19750061224934
7	1000001	2000000	0.145292765568484
7	2000001	3000000	0.140372170618385
7	3000001	4000000	0.201861049986872
7	4000001	5000000	0.204451767135689
7	5000001	6000000	0.217646350858233
7	7000001	8000000	0.240937935740516
7	8000001	9000000	0.244292922218334
7	9000001	10000000	0.238453139327416
7	10000001	11000000	0.248949439048571
7	11000001	12000000	0.185280744249844
7	12000001	13000000	0.227981505756848
7	13000001	14000000	0.22377525584513
7	14000001	15000000	0.251644088995837
7	15000001	16000000	0.240050752497746
7	16000001	17000000	0.229007301003517
7	17000001	18000000	0.226852500566136
7	18000001	19000000	0.231073243738475
7	19000001	20000000	0.254421873092779
7	20000001	21000000	0.239323938226888
7	21000001	22000000	0.199255368046458
7	22000001	23000000	0.203713289287404
7	23000001	24000000	0.229049980220033
7	24000001	25000000	0.209818181600518
7	25000001	26000000	0.200676355855911
7	26000001	27000000	0.200971682348371
7	27000001	28000000	0.185837664842097
7	28000001	29000000	0.171216674275157
7	29000001	30000000	0.157853636840933
7	30000001	31000000	0.178440784181859
7	31000001	32000000	0.225517027201239
7	32000001	33000000	0.255418402880699
7	33000001	34000000	0.217807130841442
7	34000001	35000000	0.253774153660068
7	36000001	37000000	0.184759600342576
7	37000001	38000000	0.247767028689855
7	38000001	39000000	0.224881658906419
7	39000001	40000000	0.215813023183049
7	40000001	41000000	0.219546534756991
7	41000001	42000000	0.182263928297692
7	42000001	43000000	0.198292295786549
7	43000001	44000000	0.214163285847521
7	44000001	45000000	0.203346484459387
7	45000001	46000000	0.268741933105665
7	46000001	47000000	0.21662978158706
7	47000001	48000000	0.157788855645148
7	48000001	49000000	0.234266246791644
7	49000001	50000000	0.245878636226629
7	50000001	51000000	NA
7	51000001	52000000	0.206780836163674
7	52000001	53000000	0.249900568149932
7	53000001	54000000	0.236784338727596
7	54000001	55000000	0.288822939955836
7	55000001	56000000	0.226811494543838
7	67000001	68000000	-0.206682654304387
7	68000001	69000000	-0.187134292502666
7	69000001	70000000	-0.230692877782843
7	70000001	71000000	-0.198439037638202
7	71000001	72000000	-0.19395671123194
7	73000001	74000000	-0.205894501001581
7	75000001	76000000	-0.126497919059822
7	77000001	78000000	-0.172769511453253
7	78000001	79000000	-0.188876664325787
7	79000001	80000000	-0.214111989922834
7	80000001	81000000	-0.196147029039919
7	81000001	82000000	-0.253135677685861
7	82000001	83000000	-0.213367498835488
7	83000001	84000000	-0.221085290934951
7	84000001	85000000	-0.23164599793071
7	85000001	86000000	-0.248778725428524
7	86000001	87000000	-0.183750463860717
7	87000001	88000000	-0.191994616639869
7	88000001	89000000	-0.172308819199575
7	89000001	90000000	-0.148195908384993
7	90000001	91000000	-0.174409692410432
7	91000001	92000000	-0.181052649964258
7	92000001	93000000	-0.190238960748102
7	93000001	94000000	-0.215746210802127
7	94000001	95000000	-0.19983729660603
7	95000001	96000000	-0.201905111783842
7	96000001	97000000	-0.164477402071924
7	97000001	98000000	-0.167427252195527
7	98000001	99000000	-0.250686814144289
7	99000001	100000000	-0.171734827203535
7	100000001	101000000	NA
7	101000001	102000000	-0.212090695437431
7	103000001	104000000	-0.178135935388013
7	104000001	105000000	-0.182426352466922
7	105000001	106000000	-0.205273424161208
7	106000001	107000000	-0.168656099526882
7	107000001	108000000	-0.192703122492412
7	108000001	109000000	-0.155318347580496
7	109000001	110000000	-0.167110043139832
7	110000001	111000000	-0.184884438695017
7	111000001	112000000	-0.203885841379072
7	112000001	113000000	-0.168956186646255
7	113000001	114000000	-0.184263240681088
7	114000001	115000000	-0.20002893627894
7	115000001	116000000	-0.225406317977833
7	116000001	117000000	-0.196713270583608
7	117000001	118000000	-0.190643398023694
7	118000001	119000000	-0.249236391514948
7	119000001	120000000	-0.211677724698806
7	120000001	121000000	-0.213475941671317
7	121000001	122000000	-0.179224392245678
7	122000001	123000000	-0.189882432780035
7	123000001	124000000	-0.154308206058322
7	124000001	125000000	-0.182596575328073
7	125000001	126000000	-0.214424353461112
7	126000001	127000000	-0.165352039531665
7	127000001	128000000	-0.221085322686649
7	128000001	129000000	-0.170322728767803
7	129000001	130000000	-0.225942588272853
7	131000001	132000000	-0.210360339915057
7	132000001	133000000	-0.227843165836124
7	133000001	134000000	-0.212302703056281
7	134000001	135000000	-0.221321411105811
7	135000001	136000000	-0.200031152664134
7	136000001	137000000	-0.154545039121449
7	137000001	138000000	-0.188853681595204
7	138000001	139000000	-0.183686335502748
7	139000001	140000000	NA
7	140000001	141000000	-0.178101903779649
7	141000001	142000000	-0.165139365025074
7	144000001	145000000	-0.165537113838573
7	145000001	146000000	-0.184673726973964
7	146000001	147000000	-0.192543483342658
7	147000001	148000000	-0.17076124601622
7	148000001	149000000	-0.193687115504976
7	150000001	151000000	-0.196910652675602
7	151000001	152000000	-0.225051365150034
7	152000001	153000000	-0.137878250202941
7	155000001	156000000	-0.261448628028405
7	156000001	157000000	-0.232180720667136
7	157000001	158000000	-0.232058729304107
7	158000001	159000000	-0.224541458910091
8	1000001	2000000	-0.224729340648902
8	2000001	3000000	-0.207672844461769
8	3000001	4000000	-0.186011316175238
8	4000001	5000000	-0.199692576690389
8	5000001	6000000	-0.198643099604556
8	6000001	7000000	-0.207704420761323
8	8000001	9000000	-0.221313656120748
8	9000001	10000000	-0.188784293014661
8	10000001	11000000	-0.267912101070171
8	11000001	12000000	-0.199891000477707
8	13000001	14000000	-0.190065610404048
8	14000001	15000000	-0.210139910575307
8	15000001	16000000	-0.185857694819396
8	16000001	17000000	-0.182321740935902
8	17000001	18000000	-0.211680758008112
8	18000001	19000000	-0.21981725110997
8	19000001	20000000	-0.214285340931652
8	20000001	21000000	-0.244204412031049
8	21000001	22000000	-0.222720702666171
8	22000001	23000000	-0.257979490569573
8	23000001	24000000	-0.208371907713754
8	24000001	25000000	-0.185918330121394
8	25000001	26000000	-0.210028331543881
8	26000001	27000000	-0.194002531234788
8	27000001	28000000	-0.236692114841152
8	28000001	29000000	-0.211645925972892
8	29000001	30000000	-0.218588852929886
8	30000001	31000000	-0.226830469127174
8	31000001	32000000	-0.171211713113336
8	32000001	33000000	-0.187538131311707
8	33000001	34000000	-0.155702286989844
8	34000001	35000000	-0.157953178238652
8	35000001	36000000	-0.187162267253999
8	36000001	37000000	-0.151386573484958
8	37000001	38000000	-0.196466722909143
8	38000001	39000000	-0.223727885340055
8	39000001	40000000	-0.269316118911517
8	40000001	41000000	-0.17663387252359
8	41000001	42000000	-0.197248986773728
8	42000001	43000000	-0.202196147145476
8	47000001	48000000	0.0617386901215094
8	48000001	49000000	NA
8	49000001	50000000	0.0341143085589588
8	50000001	51000000	0.0662859041415293
8	51000001	52000000	0.0765154472751282
8	52000001	53000000	0.0590791071294987
8	53000001	54000000	0.0146591017900057
8	54000001	55000000	0.0477031528085375
8	55000001	56000000	0.0491324904823659
8	56000001	57000000	0.057313757394032
8	57000001	58000000	0.0704339782410297
8	58000001	59000000	0.0481170543311239
8	59000001	60000000	0.045144549487368
8	60000001	61000000	0.0614987209288731
8	61000001	62000000	0.0339919621882368
8	62000001	63000000	0.0490257597988974
8	63000001	64000000	0.0586645413901811
8	64000001	65000000	0.0765114035213891
8	65000001	66000000	0.0637281319748897
8	66000001	67000000	0.0695715130561345
8	67000001	68000000	0.0676390347898165
8	68000001	69000000	0.0362605072816448
8	69000001	70000000	0.0632412402512035
8	70000001	71000000	0.0571425621647459
8	71000001	72000000	0.0642456483034162
8	72000001	73000000	0.0794011491439512
8	73000001	74000000	0.0410368805681048
8	74000001	75000000	0.0606770983968071
8	75000001	76000000	0.0419694617576111
8	76000001	77000000	0.0567898887759683
8	77000001	78000000	0.0517270356576851
8	78000001	79000000	0.031731556181708
8	79000001	80000000	0.0310318499331819
8	80000001	81000000	0.0637132082259567
8	81000001	82000000	0.00696913711111511
8	82000001	83000000	0.0592564446777609
8	83000001	84000000	0.00543015645308556
8	84000001	85000000	0.0800747027910484
8	85000001	86000000	0.084855096578916
8	87000001	88000000	0.0555146525564678
8	88000001	89000000	0.0713206999364976
8	89000001	90000000	0.0779932264741738
8	90000001	91000000	0.0840398078880934
8	91000001	92000000	0.0629241197367196
8	92000001	93000000	0.072793062504269
8	93000001	94000000	0.0708421840454754
8	94000001	95000000	0.0588481627103865
8	95000001	96000000	0.0177425207490048
8	96000001	97000000	0.0473829990556644
8	97000001	98000000	0.0628906933512448
8	98000001	99000000	0.0427260409588772
8	99000001	100000000	0.0385313859768246
8	100000001	101000000	0.0466524708250268
8	101000001	102000000	0.0478984097825412
8	102000001	103000000	0.025982987116006
8	103000001	104000000	0.0283420447976381
8	104000001	105000000	0.0218797291364759
8	105000001	106000000	0.0462669402536443
8	106000001	107000000	0.0360714864922573
8	107000001	108000000	0.0425621371116803
8	108000001	109000000	0.060463133864012
8	109000001	110000000	0.0587500779361892
8	110000001	111000000	0.0295888822125312
8	111000001	112000000	0.0285109173920856
8	112000001	113000000	0.0622652848799545
8	113000001	114000000	0.23385511855372
8	114000001	115000000	0.232817443044155
8	115000001	116000000	0.261240391819171
8	116000001	117000000	0.257281782115918
8	117000001	118000000	0.258381513629684
8	118000001	119000000	0.252685350606863
8	119000001	120000000	0.237454633134024
8	120000001	121000000	0.269960613157901
8	121000001	122000000	0.232007611928725
8	122000001	123000000	0.235026402014227
8	123000001	124000000	0.249346389878499
8	124000001	125000000	0.214392050846949
8	125000001	126000000	0.216227936514785
8	126000001	127000000	0.233126340553475
8	127000001	128000000	0.26181458978349
8	128000001	129000000	0.239563323580905
8	129000001	130000000	0.228445990448505
8	130000001	131000000	0.239871387655173
8	131000001	132000000	0.192776104338318
8	132000001	133000000	0.286267510564657
8	133000001	134000000	0.210860230562346
8	134000001	135000000	0.207605672779328
8	135000001	136000000	0.23349481055854
8	136000001	137000000	0.255420557052929
8	137000001	138000000	0.295795360875945
8	138000001	139000000	0.301208773529696
8	139000001	140000000	0.230688861843195
8	140000001	141000000	0.195017324408529
8	141000001	142000000	0.197991148079374
8	142000001	143000000	NA
8	143000001	144000000	0.168154719152528
8	144000001	145000000	0.182096330102468
9	1000001	2000000	-0.186093540888328
9	2000001	3000000	-0.203077793549427
9	3000001	4000000	-0.190708964709706
9	4000001	5000000	-0.170385250344472
9	5000001	6000000	-0.192230149030139
9	6000001	7000000	-0.209768423313316
9	7000001	8000000	-0.197046209965592
9	8000001	9000000	-0.191678488655831
9	9000001	10000000	-0.210212721843832
9	10000001	11000000	-0.223118213947756
9	11000001	12000000	-0.208977958731093
9	12000001	13000000	-0.198821768312433
9	13000001	14000000	-0.168384337013069
9	14000001	15000000	-0.214217084600445
9	15000001	16000000	-0.19342037507217
9	16000001	17000000	-0.209258931251118
9	17000001	18000000	-0.179057112597985
9	18000001	19000000	-0.187568186182825
9	19000001	20000000	-0.178817956436401
9	20000001	21000000	-0.197949164603754
9	21000001	22000000	-0.212404907180356
9	22000001	23000000	-0.163503964421572
9	23000001	24000000	-0.204343914974405
9	24000001	25000000	-0.194578640423703
9	25000001	26000000	-0.208570172330838
9	26000001	27000000	-0.206307155553535
9	27000001	28000000	-0.195255533014443
9	28000001	29000000	-0.174028493113806
9	29000001	30000000	-0.217468862209839
9	30000001	31000000	-0.236398971033752
9	31000001	32000000	-0.179984525834061
9	32000001	33000000	-0.186707804030322
9	33000001	34000000	-0.14363852688913
9	34000001	35000000	-0.181203758201366
9	35000001	36000000	-0.203992939697422
9	36000001	37000000	-0.209016510441559
9	37000001	38000000	-0.254488027513655
9	71000001	72000000	-0.219759044737172
9	72000001	73000000	-0.176862678495182
9	73000001	74000000	-0.201718604762161
9	74000001	75000000	-0.185574193194631
9	75000001	76000000	-0.181825142769095
9	76000001	77000000	-0.218493446759341
9	77000001	78000000	-0.211535534628204
9	78000001	79000000	-0.195761450141461
9	79000001	80000000	-0.207134059384774
9	80000001	81000000	-0.204222835497449
9	81000001	82000000	-0.187042220778313
9	82000001	83000000	-0.206425624757526
9	83000001	84000000	-0.16222835648244
9	84000001	85000000	-0.19427769880479
9	85000001	86000000	-0.174498162234112
9	86000001	87000000	-0.201610007799916
9	87000001	88000000	-0.220626850439165
9	88000001	89000000	-0.181494786700203
9	89000001	90000000	-0.204706181529015
9	90000001	91000000	-0.189006128428552
9	91000001	92000000	-0.23578503350427
9	93000001	94000000	-0.223364002015289
9	94000001	95000000	-0.215427822898483
9	95000001	96000000	-0.229020520843672
9	96000001	97000000	-0.221492632859233
9	97000001	98000000	-0.185403526757025
9	98000001	99000000	-0.234830704803171
9	100000001	101000000	-0.220609913398007
9	101000001	102000000	-0.226000630156165
9	102000001	103000000	-0.189109823994084
9	103000001	104000000	-0.19212855898143
9	104000001	105000000	-0.18077128942123
9	105000001	106000000	-0.225443955103708
9	106000001	107000000	-0.185466117742943
9	107000001	108000000	-0.198813671991265
9	108000001	109000000	-0.198408953159936
9	109000001	110000000	-0.213688714364758
9	110000001	111000000	-0.205732940909404
9	111000001	112000000	-0.212207390146136
9	112000001	113000000	-0.21028492333269
9	113000001	114000000	-0.179201030942026
9	114000001	115000000	-0.204069925724289
9	115000001	116000000	-0.18965246511845
9	116000001	117000000	-0.2232713895915
9	117000001	118000000	-0.234105591935894
9	118000001	119000000	-0.198075547316299
9	119000001	120000000	-0.206196916947738
9	120000001	121000000	-0.204752058832303
9	121000001	122000000	-0.172607185035516
9	122000001	123000000	-0.184653218050008
9	123000001	124000000	-0.189890526969208
9	124000001	125000000	-0.233708454521598
9	125000001	126000000	-0.214028718701244
9	126000001	127000000	-0.208682628841433
9	127000001	128000000	-0.243767940684391
9	128000001	129000000	-0.24005084281776
9	129000001	130000000	-0.240291666840751
9	130000001	131000000	-0.236811245962958
9	131000001	132000000	-0.242181305835773
9	132000001	133000000	-0.223369818395451
9	134000001	135000000	-0.241513583032693
9	135000001	136000000	-0.271932942497822
